trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
533,False,"{'a': 0.002, 'e': 0.34507275504338375}",25,11,-79.27984257269432,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 2}",1
534,False,"{'a': 0.002, 'e': 0.34438329921894}",20,0,-42.447815820633046,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
535,False,"{'a': 0.002, 'e': 0.34369522092815236}",30,8,-37.30999291152184,"{0: 17, 1: 1, 2: 3, 3: 0, 4: 1}",1
536,False,"{'a': 0.002, 'e': 0.34300851741870664}",35,18,5.433833147757255,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
537,False,"{'a': 0.002, 'e': 0.34232318594378797}",25,16,18.818702023708045,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
538,False,"{'a': 0.002, 'e': 0.34163922376206945}",20,7,-37.675334671172344,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 1}",1
539,False,"{'a': 0.002, 'e': 0.34095662813770156}",20,16,7.705443578986907,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
540,False,"{'a': 0.002, 'e': 0.3402753963403008}",30,16,-28.966969741921382,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
541,False,"{'a': 0.002, 'e': 0.3395955256449391}",25,0,10.50009680294006,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
542,False,"{'a': 0.002, 'e': 0.3389170133321328}",20,3,-38.406735824912865,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 1}",1
543,False,"{'a': 0.002, 'e': 0.3382398566878317}",20,0,0.9642440911093795,"{0: 16, 1: 3, 2: 1, 3: 0, 4: 0}",0
544,False,"{'a': 0.002, 'e': 0.33756405300340836}",25,3,-29.56652199544675,"{0: 19, 1: 0, 2: 2, 3: 0, 4: 1}",1
545,False,"{'a': 0.002, 'e': 0.33688959957564707}",25,0,23.576855972058027,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
546,False,"{'a': 0.002, 'e': 0.33621649370673334}",20,0,-91.30168335026082,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
547,False,"{'a': 0.002, 'e': 0.3355447327042427}",20,0,10.23888051957174,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
548,False,"{'a': 0.002, 'e': 0.3348743138811302}",25,17,1.1610898935691332,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
549,False,"{'a': 0.002, 'e': 0.33420523455571977}",30,0,-12.086973491761922,"{0: 26, 1: 0, 2: 3, 3: 1, 4: 0}",0
550,False,"{'a': 0.002, 'e': 0.3335374920516932}",25,5,-24.569320773156917,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",1
551,False,"{'a': 0.002, 'e': 0.33287108369807955}",20,11,-7.719052062178653,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
552,False,"{'a': 0.002, 'e': 0.33220600682924445}",30,4,-0.4405632347361166,"{0: 22, 1: 1, 2: 3, 3: 0, 4: 0}",1
553,False,"{'a': 0.002, 'e': 0.3315422587848797}",30,22,3.049262005262883,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
554,False,"{'a': 0.002, 'e': 0.33087983690999206}",30,0,15.258783765374053,"{0: 28, 1: 0, 2: 2, 3: 0, 4: 0}",0
555,False,"{'a': 0.002, 'e': 0.3302187385548933}",20,0,-32.104508811525115,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 1}",0
556,False,"{'a': 0.002, 'e': 0.32955896107518906}",30,16,-23.387274239127834,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 1}",1
557,False,"{'a': 0.002, 'e': 0.3289005018317685}",25,19,8.943579158928651,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
558,False,"{'a': 0.002, 'e': 0.32824335819079375}",25,2,-35.70218180748198,"{0: 20, 1: 0, 2: 1, 3: 1, 4: 1}",1
559,False,"{'a': 0.002, 'e': 0.3275875275236895}",20,0,-14.69472823119322,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
560,False,"{'a': 0.002, 'e': 0.3269330072071321}",20,16,7.963295597080383,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
561,False,"{'a': 0.002, 'e': 0.32627979462303947}",25,1,30.961545971730153,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
562,False,"{'a': 0.002, 'e': 0.32562788715856034}",25,15,-36.91089588608092,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
563,False,"{'a': 0.002, 'e': 0.324977282206064}",20,0,-18.75222347710015,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
564,False,"{'a': 0.002, 'e': 0.3243279771631298}",25,2,4.900960756068255,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 0}",1
565,False,"{'a': 0.002, 'e': 0.3236799694325367}",35,16,5.949852227180157,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 0}",1
566,False,"{'a': 0.002, 'e': 0.3230332564222529}",20,0,27.134509088391457,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
567,False,"{'a': 0.002, 'e': 0.3223878355454255}",30,13,12.85157638678176,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
568,False,"{'a': 0.002, 'e': 0.32174370422037013}",30,0,2.3059615196029277,"{0: 27, 1: 1, 2: 1, 3: 1, 4: 0}",0
569,False,"{'a': 0.002, 'e': 0.32110085987056064}",20,9,19.63938530507964,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
570,False,"{'a': 0.002, 'e': 0.32045929992461875}",25,6,-23.460720555948953,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 0}",1
571,False,"{'a': 0.002, 'e': 0.31981902181630384}",30,10,-97.94318216000323,"{0: 14, 1: 2, 2: 1, 3: 1, 4: 2}",1
572,False,"{'a': 0.002, 'e': 0.31918002298450265}",25,7,-46.31498786353718,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 1}",1
573,False,"{'a': 0.002, 'e': 0.31854230087321894}",30,14,-20.59626366149115,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 1}",1
574,False,"{'a': 0.002, 'e': 0.3179058529315635}",20,2,-2.9150495912923766,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 0}",1
575,False,"{'a': 0.002, 'e': 0.3172706766137436}",20,5,-53.73161894968858,"{0: 10, 1: 2, 2: 2, 3: 0, 4: 1}",1
576,False,"{'a': 0.002, 'e': 0.31663676937905316}",30,10,9.949400700539906,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
577,False,"{'a': 0.002, 'e': 0.31600412869186245}",20,4,11.519791769582776,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
578,False,"{'a': 0.002, 'e': 0.31537275202160797}",30,1,2.747822914732762,"{0: 27, 1: 0, 2: 0, 3: 2, 4: 0}",1
579,False,"{'a': 0.002, 'e': 0.3147426368427819}",20,0,-19.402156221210365,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
580,False,"{'a': 0.002, 'e': 0.31411378063492296}",20,8,-40.37559600177923,"{0: 8, 1: 0, 2: 3, 3: 1, 4: 0}",1
581,False,"{'a': 0.002, 'e': 0.3134861808826053}",20,0,21.619636851921985,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
582,False,"{'a': 0.002, 'e': 0.3128598350754292}",20,8,21.72004462695861,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
583,False,"{'a': 0.002, 'e': 0.31223474070801055}",20,0,7.898112077016997,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
584,False,"{'a': 0.002, 'e': 0.31161089527997105}",25,20,9.302020207743862,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
585,False,"{'a': 0.002, 'e': 0.3109882962959281}",20,7,-1.7533339187788002,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
586,False,"{'a': 0.002, 'e': 0.31036694126548503}",20,0,-30.993778929185112,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
587,False,"{'a': 0.002, 'e': 0.3097468277032208}",20,6,-29.689085901721818,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
588,False,"{'a': 0.002, 'e': 0.30912795312868047}",25,8,7.884691551876674,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
589,False,"{'a': 0.002, 'e': 0.3085103150663647}",20,10,5.283203931988421,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
590,False,"{'a': 0.002, 'e': 0.3078939110457206}",20,4,-28.678730186316322,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 1}",1
591,False,"{'a': 0.002, 'e': 0.30727873860113125}",25,0,13.32876328440402,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
592,False,"{'a': 0.002, 'e': 0.306664795271906}",20,0,9.875289174093535,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
593,False,"{'a': 0.002, 'e': 0.3060520786022707}",20,0,-9.484943689248851,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
594,False,"{'a': 0.002, 'e': 0.3054405861413579}",20,14,9.05733090919376,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
595,False,"{'a': 0.002, 'e': 0.30483031544319683}",30,12,30.701207600154632,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
596,False,"{'a': 0.002, 'e': 0.3042212640667041}",20,0,-12.759962206589979,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
597,False,"{'a': 0.002, 'e': 0.30361342957567317}",25,7,7.483230252503701,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
598,False,"{'a': 0.002, 'e': 0.3030068095387654}",25,6,31.157414947133,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
599,False,"{'a': 0.002, 'e': 0.3024014015294998}",25,0,24.505908167367647,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
600,False,"{'a': 0.002, 'e': 0.3017972031262435}",20,16,8.78018422694483,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
601,False,"{'a': 0.002, 'e': 0.30119421191220214}",25,12,24.20451496581562,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
602,False,"{'a': 0.002, 'e': 0.30059242547541}",20,12,-8.203886904822824,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
603,False,"{'a': 0.002, 'e': 0.2999918414087205}",30,3,23.14858943919518,"{0: 25, 1: 2, 2: 0, 3: 0, 4: 0}",1
604,False,"{'a': 0.002, 'e': 0.2993924573097967}",20,0,-14.08842021365873,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
605,False,"{'a': 0.002, 'e': 0.29879427078110127}",25,0,-70.50165492596527,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 2}",0
606,False,"{'a': 0.002, 'e': 0.2981972794298874}",20,6,-14.395244472896964,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
607,False,"{'a': 0.002, 'e': 0.29760148086818883}",20,10,-35.2185208081413,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
608,False,"{'a': 0.002, 'e': 0.2970068727128105}",20,6,1.067442574158274,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
609,False,"{'a': 0.002, 'e': 0.2964134525853191}",25,6,-4.922545024240117,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 0}",1
610,False,"{'a': 0.002, 'e': 0.2958212181120332}",20,0,-30.880256706978685,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
611,False,"{'a': 0.002, 'e': 0.2952301669240142}",30,15,21.913039864374745,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
612,False,"{'a': 0.002, 'e': 0.29464029665705654}",20,10,-10.817337425351136,"{0: 7, 1: 1, 2: 2, 3: 0, 4: 0}",1
613,False,"{'a': 0.002, 'e': 0.29405160495167837}",25,10,-51.89888191885069,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 1}",1
614,False,"{'a': 0.002, 'e': 0.2934640894531121}",20,16,8.336553646942187,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
615,False,"{'a': 0.002, 'e': 0.2928777478112949}",20,0,-35.19672177094519,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
616,False,"{'a': 0.002, 'e': 0.2922925776808594}",20,10,16.511109989836164,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
617,False,"{'a': 0.002, 'e': 0.2917085767211244}",20,12,15.634528267573309,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
618,False,"{'a': 0.002, 'e': 0.2911257425960852}",20,3,16.193917338109067,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
619,False,"{'a': 0.002, 'e': 0.2905440729744046}",25,0,-47.76358014529652,"{0: 18, 1: 5, 2: 1, 3: 0, 4: 1}",1
620,False,"{'a': 0.002, 'e': 0.2899635655294032}",25,0,24.62649715238948,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
621,False,"{'a': 0.002, 'e': 0.2893842179390506}",25,0,-58.27127777369093,"{0: 19, 1: 1, 2: 2, 3: 3, 4: 0}",0
622,False,"{'a': 0.002, 'e': 0.28880602788595566}",30,16,23.247980818352385,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
623,False,"{'a': 0.002, 'e': 0.2882289930573573}",25,0,29.814973943999945,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
624,False,"{'a': 0.002, 'e': 0.2876531111451154}",25,13,8.288800422213763,"{0: 10, 1: 2, 2: 0, 3: 0, 4: 0}",1
625,False,"{'a': 0.002, 'e': 0.28707837984570167}",30,19,-6.786616176005064,"{0: 8, 1: 2, 2: 1, 3: 0, 4: 0}",1
626,False,"{'a': 0.002, 'e': 0.2865047968601901}",20,9,15.418018607033375,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
627,False,"{'a': 0.002, 'e': 0.285932359894248}",25,15,-5.93608280102138,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
628,False,"{'a': 0.002, 'e': 0.28536106665812666}",30,10,-30.371478698406364,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",1
629,False,"{'a': 0.002, 'e': 0.2847909148666525}",20,0,-31.28780409819443,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
630,False,"{'a': 0.002, 'e': 0.28422190223921745}",20,9,4.250785806937999,"{0: 9, 1: 2, 2: 0, 3: 0, 4: 0}",1
631,False,"{'a': 0.002, 'e': 0.2836540264997704}",20,0,-8.468565031580175,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
632,False,"{'a': 0.002, 'e': 0.2830872853768075}",20,9,17.927112069476582,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
633,False,"{'a': 0.002, 'e': 0.2825216766033636}",20,14,7.937307263361976,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
634,False,"{'a': 0.002, 'e': 0.28195719791700274}",25,11,7.26261033134171,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
635,False,"{'a': 0.002, 'e': 0.2813938470598095}",30,3,-49.41526433577605,"{0: 22, 1: 0, 2: 4, 3: 0, 4: 1}",1
636,False,"{'a': 0.002, 'e': 0.2808316217783798}",20,0,-5.880904495545126,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
637,False,"{'a': 0.002, 'e': 0.28027051982381157}",25,3,12.16442798879248,"{0: 21, 1: 0, 2: 0, 3: 1, 4: 0}",1
638,False,"{'a': 0.002, 'e': 0.2797105389516963}",20,0,-23.03866948938204,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
639,False,"{'a': 0.002, 'e': 0.27915167692210985}",20,11,3.0502283092894324,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
640,False,"{'a': 0.002, 'e': 0.27859393149960326}",25,8,28.01817570103841,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
641,False,"{'a': 0.002, 'e': 0.27803730045319414}",20,5,5.856424277550088,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
642,False,"{'a': 0.002, 'e': 0.2774817815563575}",25,18,12.90607345612434,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
643,False,"{'a': 0.002, 'e': 0.2769273725870171}",25,15,19.32786193640999,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
644,False,"{'a': 0.002, 'e': 0.27637407132753633}",35,17,2.706370729162903,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 0}",1
645,False,"{'a': 0.002, 'e': 0.27582187556470933}",35,21,-13.681027820517205,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
646,False,"{'a': 0.002, 'e': 0.27527078308975234}",30,16,-1.769101566003284,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
647,False,"{'a': 0.002, 'e': 0.2747207916982947}",25,14,-6.132901983797188,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
648,False,"{'a': 0.002, 'e': 0.2741718991903702}",20,0,11.479164903264316,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
649,False,"{'a': 0.002, 'e': 0.27362410337040804}",30,0,-41.30768687318129,"{0: 25, 1: 1, 2: 3, 3: 0, 4: 1}",0
650,False,"{'a': 0.002, 'e': 0.2730774020472242}",20,0,23.61201702541895,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
651,False,"{'a': 0.002, 'e': 0.2725317930340126}",25,11,25.76408550547296,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
652,False,"{'a': 0.002, 'e': 0.2719872741483365}",30,19,-29.35238566557048,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 1}",1
653,False,"{'a': 0.002, 'e': 0.27144384321211973}",25,0,-0.9406401914908002,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
654,False,"{'a': 0.002, 'e': 0.27090149805163766}",35,22,23.541859768898867,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
655,False,"{'a': 0.002, 'e': 0.270360236497509}",25,12,24.54264040156057,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
656,False,"{'a': 0.002, 'e': 0.2698200563846868}",20,8,5.802407403799576,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
657,False,"{'a': 0.002, 'e': 0.26928095555244996}",20,0,21.538586212546292,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
658,False,"{'a': 0.002, 'e': 0.26874293184439435}",35,8,-53.796885311332396,"{0: 22, 1: 0, 2: 3, 3: 1, 4: 1}",1
659,False,"{'a': 0.002, 'e': 0.2682059831084244}",20,12,4.295706943088769,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
660,False,"{'a': 0.002, 'e': 0.26767010719674456}",30,8,-55.34974185860591,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 2}",1
661,False,"{'a': 0.002, 'e': 0.26713530196585034}",25,12,-4.469796284354454,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
662,False,"{'a': 0.002, 'e': 0.2666015652765202}",20,8,18.150708720459086,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
663,False,"{'a': 0.002, 'e': 0.26606889499380665}",35,0,-31.120645098815434,"{0: 29, 1: 3, 2: 2, 3: 0, 4: 1}",0
664,False,"{'a': 0.002, 'e': 0.2655372889870278}",20,7,-7.972613803220369,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 0}",1
665,False,"{'a': 0.002, 'e': 0.2650067451297589}",30,20,-4.911093904082525,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
666,False,"{'a': 0.002, 'e': 0.26447726129982396}",25,14,18.451406122324023,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
667,False,"{'a': 0.002, 'e': 0.2639488353792868}",25,20,9.613620699014758,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
668,False,"{'a': 0.002, 'e': 0.2634214652544431}",25,3,-39.51420172057254,"{0: 18, 1: 1, 2: 2, 3: 0, 4: 1}",1
669,False,"{'a': 0.002, 'e': 0.26289514881581166}",25,4,-41.12669654446754,"{0: 16, 1: 0, 2: 3, 3: 2, 4: 0}",1
670,False,"{'a': 0.002, 'e': 0.262369883958126}",20,8,16.793687967428625,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
671,False,"{'a': 0.002, 'e': 0.261845668580326}",20,0,4.350222969850875,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
672,False,"{'a': 0.002, 'e': 0.2613225005855494}",25,5,-21.616961757121683,"{0: 15, 1: 3, 2: 1, 3: 1, 4: 0}",1
673,False,"{'a': 0.002, 'e': 0.26080037788112365}",25,0,41.96671865272068,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
674,False,"{'a': 0.002, 'e': 0.2602792983785571}",20,13,1.8755572506721283,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
675,False,"{'a': 0.002, 'e': 0.2597592599935311}",25,11,-23.328153948757073,"{0: 10, 1: 2, 2: 1, 3: 1, 4: 0}",1
676,False,"{'a': 0.002, 'e': 0.2592402606458915}",20,2,-27.223823361769266,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
677,False,"{'a': 0.002, 'e': 0.25872229825964005}",30,0,16.258960977769583,"{0: 27, 1: 1, 2: 2, 3: 0, 4: 0}",0
678,False,"{'a': 0.002, 'e': 0.25820537076292666}",25,16,6.871093635150013,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
679,False,"{'a': 0.002, 'e': 0.25768947608804055}",20,11,4.886068909805513,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
680,False,"{'a': 0.002, 'e': 0.2571746121714024}",25,8,26.464910670970234,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
681,False,"{'a': 0.002, 'e': 0.2566607769535559}",30,18,19.962107698881773,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
682,False,"{'a': 0.002, 'e': 0.2561479683791593}",20,14,10.596958995675205,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
683,False,"{'a': 0.002, 'e': 0.25563618439697783}",30,8,-8.578184695560521,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 1}",1
684,False,"{'a': 0.002, 'e': 0.2551254229598748}",35,5,-17.85598066067514,"{0: 27, 1: 1, 2: 1, 3: 0, 4: 1}",1
685,False,"{'a': 0.002, 'e': 0.2546156820248037}",20,9,-26.779978611679507,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
686,False,"{'a': 0.002, 'e': 0.25410695955280027}",30,0,-9.684237021080653,"{0: 23, 1: 5, 2: 2, 3: 0, 4: 0}",1
687,False,"{'a': 0.002, 'e': 0.25359925350897383}",25,18,13.064260950867897,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
688,False,"{'a': 0.002, 'e': 0.25309256186249957}",30,2,-60.887702881748794,"{0: 22, 1: 0, 2: 5, 3: 0, 4: 1}",1
689,False,"{'a': 0.002, 'e': 0.2525868825866102}",25,0,13.224248680956487,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
690,False,"{'a': 0.002, 'e': 0.25208221365858796}",25,0,18.395136124181338,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
691,False,"{'a': 0.002, 'e': 0.25157855305975646}",25,4,28.25450721026587,"{0: 20, 1: 1, 2: 0, 3: 0, 4: 0}",1
692,False,"{'a': 0.002, 'e': 0.25107589877547265}",20,3,-50.59182157343415,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 1}",1
693,False,"{'a': 0.002, 'e': 0.25057424879511875}",20,0,-66.28854288602459,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 2}",0
694,False,"{'a': 0.002, 'e': 0.2500736011120941}",20,1,11.594443802205001,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
695,False,"{'a': 0.002, 'e': 0.24957395372380728}",20,9,-12.674870276276048,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 0}",1
696,False,"{'a': 0.002, 'e': 0.24907530463166816}",20,0,-25.989576130621728,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
697,False,"{'a': 0.002, 'e': 0.24857765184107966}",20,9,-14.353625499629441,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 0}",1
698,False,"{'a': 0.002, 'e': 0.24808099336142997}",25,17,11.244075830999707,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
699,False,"{'a': 0.002, 'e': 0.2475853272060845}",30,0,21.406650765238254,"{0: 28, 1: 1, 2: 1, 3: 0, 4: 0}",0
700,False,"{'a': 0.002, 'e': 0.24709065139237796}",25,18,11.669059344048627,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
701,False,"{'a': 0.002, 'e': 0.24659696394160643}",20,2,14.717765145943417,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
702,False,"{'a': 0.002, 'e': 0.2461042628790195}",20,11,9.362478041584504,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
703,False,"{'a': 0.002, 'e': 0.2456125462338122}",20,0,-56.830911660300416,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 2}",0
704,False,"{'a': 0.002, 'e': 0.24512181203911731}",25,17,11.752472627468677,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
705,False,"{'a': 0.002, 'e': 0.2446320583319975}",30,0,-39.581813364961114,"{0: 23, 1: 1, 2: 5, 3: 1, 4: 0}",0
706,False,"{'a': 0.002, 'e': 0.2441432831534371}",30,7,37.84599965870118,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
707,False,"{'a': 0.002, 'e': 0.24365548454833486}",20,14,9.55344158687379,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
708,False,"{'a': 0.002, 'e': 0.24316866056549566}",35,21,14.714233569979477,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
709,False,"{'a': 0.002, 'e': 0.24268280925762298}",20,10,14.405321820478596,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
710,False,"{'a': 0.002, 'e': 0.2421979286813109}",30,0,-10.451607483433998,"{0: 25, 1: 1, 2: 4, 3: 0, 4: 0}",0
711,False,"{'a': 0.002, 'e': 0.24171401689703645}",25,13,22.358281909799544,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
712,False,"{'a': 0.002, 'e': 0.24123107196915192}",25,19,7.067869742028181,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
713,False,"{'a': 0.002, 'e': 0.24074909196587688}",25,0,-66.91314507045728,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 2}",0
714,False,"{'a': 0.002, 'e': 0.2402680749592907}",20,2,-74.98414145661698,"{0: 12, 1: 0, 2: 5, 3: 0, 4: 1}",1
715,False,"{'a': 0.002, 'e': 0.2397880190253247}",20,0,19.63099617701605,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
716,False,"{'a': 0.002, 'e': 0.23930892224375455}",30,20,18.430572240789555,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
717,False,"{'a': 0.002, 'e': 0.23883078269819244}",30,13,30.084709271867705,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
