trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
185,False,"{'a': 0.002, 'e': 0.6921171816887304}",30,0,-71.37457091237499,"{0: 24, 1: 1, 2: 3, 3: 1, 4: 1}",0
186,False,"{'a': 0.002, 'e': 0.6907343306373547}",20,0,-147.45379053661927,"{0: 10, 1: 2, 2: 5, 3: 1, 4: 2}",0
187,False,"{'a': 0.002, 'e': 0.6893542425242224}",20,9,-34.576472267225974,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
188,False,"{'a': 0.002, 'e': 0.6879769118289795}",25,0,-76.6636255623434,"{0: 18, 1: 0, 2: 6, 3: 0, 4: 1}",0
189,False,"{'a': 0.002, 'e': 0.686602333042301}",30,0,-142.47170726816225,"{0: 18, 1: 5, 2: 4, 3: 1, 4: 2}",0
190,False,"{'a': 0.002, 'e': 0.6852305006658703}",20,0,-96.53076670081542,"{0: 11, 1: 4, 2: 3, 3: 1, 4: 1}",0
191,False,"{'a': 0.002, 'e': 0.6838614092123558}",30,0,-113.41577870819997,"{0: 22, 1: 1, 2: 5, 3: 0, 4: 2}",0
192,False,"{'a': 0.002, 'e': 0.6824950532053901}",20,0,-69.21602628269662,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
193,False,"{'a': 0.002, 'e': 0.6811314271795471}",20,0,-3.3473603675114445,"{0: 16, 1: 4, 2: 0, 3: 0, 4: 0}",0
194,False,"{'a': 0.002, 'e': 0.679770525680321}",20,0,-30.69554057491406,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
195,False,"{'a': 0.002, 'e': 0.678412343264104}",30,0,-64.76807860750432,"{0: 24, 1: 1, 2: 4, 3: 0, 4: 1}",0
196,False,"{'a': 0.002, 'e': 0.6770568744981647}",25,0,-66.22452451031482,"{0: 19, 1: 0, 2: 5, 3: 0, 4: 1}",0
197,False,"{'a': 0.002, 'e': 0.675704113960626}",20,11,-16.371451897088992,"{0: 6, 1: 1, 2: 2, 3: 0, 4: 0}",1
198,False,"{'a': 0.002, 'e': 0.6743540562404442}",30,11,-10.082632936195441,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 0}",1
199,False,"{'a': 0.002, 'e': 0.6730066959373864}",25,0,-36.125352309866756,"{0: 18, 1: 2, 2: 5, 3: 0, 4: 0}",0
200,False,"{'a': 0.002, 'e': 0.6716620276620098}",25,0,-31.256569861959857,"{0: 18, 1: 3, 2: 4, 3: 0, 4: 0}",0
201,False,"{'a': 0.002, 'e': 0.6703200460356393}",30,0,-114.92781030166084,"{0: 20, 1: 4, 2: 4, 3: 0, 4: 2}",0
202,False,"{'a': 0.002, 'e': 0.6689807456903467}",25,0,-73.11144684797969,"{0: 18, 1: 1, 2: 5, 3: 0, 4: 1}",0
203,False,"{'a': 0.002, 'e': 0.6676441212689289}",30,15,-28.089119727782606,"{0: 11, 1: 1, 2: 2, 3: 1, 4: 0}",1
204,False,"{'a': 0.002, 'e': 0.6663101674248864}",20,0,-23.140922778037602,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
205,False,"{'a': 0.002, 'e': 0.6649788788224019}",20,0,-153.81433120674438,"{0: 10, 1: 2, 2: 5, 3: 1, 4: 2}",0
206,False,"{'a': 0.002, 'e': 0.6636502501363194}",20,0,-23.164126514842778,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
207,False,"{'a': 0.002, 'e': 0.6623242760521222}",20,0,-50.23253851744376,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
208,False,"{'a': 0.002, 'e': 0.6610009512659124}",25,0,-134.56242663051623,"{0: 18, 1: 2, 2: 1, 3: 1, 4: 3}",0
209,False,"{'a': 0.002, 'e': 0.659680270484389}",25,0,-163.10420511394494,"{0: 15, 1: 1, 2: 6, 3: 0, 4: 3}",0
210,False,"{'a': 0.002, 'e': 0.6583622284248272}",30,3,-47.45764633919251,"{0: 18, 1: 4, 2: 5, 3: 0, 4: 0}",1
211,False,"{'a': 0.002, 'e': 0.6570468198150567}",25,0,-41.86776718618611,"{0: 19, 1: 4, 2: 1, 3: 0, 4: 1}",0
212,False,"{'a': 0.002, 'e': 0.6557340393934418}",30,0,-66.39826546775036,"{0: 22, 1: 2, 2: 4, 3: 2, 4: 0}",0
213,False,"{'a': 0.002, 'e': 0.6544238819088586}",25,16,-6.530784142895406,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
214,False,"{'a': 0.002, 'e': 0.6531163421206756}",20,0,-40.05196935950114,"{0: 16, 1: 0, 2: 2, 3: 2, 4: 0}",0
215,False,"{'a': 0.002, 'e': 0.651811414798732}",25,0,-102.17780354279441,"{0: 15, 1: 2, 2: 5, 3: 3, 4: 0}",0
216,False,"{'a': 0.002, 'e': 0.6505090947233165}",20,10,-4.808615056923895,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
217,False,"{'a': 0.002, 'e': 0.6492093766851474}",25,0,-136.013155857281,"{0: 19, 1: 0, 2: 2, 3: 1, 4: 3}",0
218,False,"{'a': 0.002, 'e': 0.6479122554853506}",20,6,-69.73458698684485,"{0: 8, 1: 3, 2: 1, 3: 1, 4: 1}",1
219,False,"{'a': 0.002, 'e': 0.6466177259354396}",20,9,10.943461244743208,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
220,False,"{'a': 0.002, 'e': 0.6453257828572946}",25,15,-45.5269186095009,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 1}",1
221,False,"{'a': 0.002, 'e': 0.6440364210831414}",30,0,-126.55307970475057,"{0: 21, 1: 2, 2: 4, 3: 1, 4: 2}",0
222,False,"{'a': 0.002, 'e': 0.6427496354555312}",25,0,-100.51854373169209,"{0: 18, 1: 0, 2: 4, 3: 2, 4: 1}",0
223,False,"{'a': 0.002, 'e': 0.6414654208273198}",20,0,-40.823216374119795,"{0: 15, 1: 0, 2: 4, 3: 1, 4: 0}",0
224,False,"{'a': 0.002, 'e': 0.6401837720616471}",35,0,-17.636638681466497,"{0: 29, 1: 1, 2: 5, 3: 0, 4: 0}",0
225,False,"{'a': 0.002, 'e': 0.6389046840319162}",25,5,-13.336594963364004,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",1
226,False,"{'a': 0.002, 'e': 0.6376281516217733}",25,0,-135.24631738626078,"{0: 15, 1: 3, 2: 4, 3: 1, 4: 2}",0
227,False,"{'a': 0.002, 'e': 0.6363541697250871}",30,0,-48.1959621647312,"{0: 25, 1: 1, 2: 3, 3: 0, 4: 1}",0
228,False,"{'a': 0.002, 'e': 0.6350827332459281}",20,0,-113.25615132230702,"{0: 14, 1: 0, 2: 3, 3: 1, 4: 2}",0
229,False,"{'a': 0.002, 'e': 0.633813837098549}",35,14,-26.678356597654997,"{0: 16, 1: 0, 2: 5, 3: 0, 4: 0}",1
230,False,"{'a': 0.002, 'e': 0.6325474762073634}",30,0,-125.86436266272672,"{0: 20, 1: 3, 2: 4, 3: 1, 4: 2}",0
231,False,"{'a': 0.002, 'e': 0.631283645506926}",30,6,-18.665239818454324,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 1}",1
232,False,"{'a': 0.002, 'e': 0.6300223399419123}",25,0,-77.65659534593003,"{0: 18, 1: 0, 2: 6, 3: 0, 4: 1}",0
233,False,"{'a': 0.002, 'e': 0.6287635544670984}",35,0,-205.88848229535228,"{0: 22, 1: 3, 2: 6, 3: 0, 4: 4}",0
234,False,"{'a': 0.002, 'e': 0.6275072840473407}",20,7,-14.55909394046736,"{0: 9, 1: 2, 2: 2, 3: 0, 4: 0}",1
235,False,"{'a': 0.002, 'e': 0.6262535236575559}",20,0,-2.780539641602722,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
236,False,"{'a': 0.002, 'e': 0.6250022682827008}",30,0,-85.86950451820026,"{0: 22, 1: 0, 2: 6, 3: 1, 4: 1}",0
237,False,"{'a': 0.002, 'e': 0.623753512917752}",20,3,-6.709694579305609,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
238,False,"{'a': 0.002, 'e': 0.6225072525676867}",25,1,-127.4087465557936,"{0: 16, 1: 0, 2: 5, 3: 1, 4: 2}",1
239,False,"{'a': 0.002, 'e': 0.6212634822474616}",30,12,-58.59031947395319,"{0: 11, 1: 1, 2: 5, 3: 1, 4: 0}",1
240,False,"{'a': 0.002, 'e': 0.6200221969819939}",20,0,-83.34601474951718,"{0: 13, 1: 0, 2: 6, 3: 0, 4: 1}",0
241,False,"{'a': 0.002, 'e': 0.6187833918061408}",25,0,-45.62601767746421,"{0: 16, 1: 5, 2: 4, 3: 0, 4: 0}",0
242,False,"{'a': 0.002, 'e': 0.61754706176468}",25,0,-33.91419583855387,"{0: 18, 1: 3, 2: 3, 3: 1, 4: 0}",0
243,False,"{'a': 0.002, 'e': 0.6163132019122897}",30,0,-44.286110976061956,"{0: 25, 1: 2, 2: 1, 3: 1, 4: 1}",0
244,False,"{'a': 0.002, 'e': 0.6150818073135287}",20,0,-67.9489851481675,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
245,False,"{'a': 0.002, 'e': 0.6138528730428171}",20,0,-54.725564881925166,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
246,False,"{'a': 0.002, 'e': 0.6126263941844161}",25,0,-152.92044052497644,"{0: 14, 1: 2, 2: 6, 3: 1, 4: 2}",0
247,False,"{'a': 0.002, 'e': 0.6114023658324087}",25,5,-22.119878381136044,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",1
248,False,"{'a': 0.002, 'e': 0.6101807830906798}",20,12,0.21825862195123436,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
249,False,"{'a': 0.002, 'e': 0.6089616410728969}",20,8,8.143825041964629,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
250,False,"{'a': 0.002, 'e': 0.6077449349024902}",25,0,-70.56296448543868,"{0: 19, 1: 2, 2: 0, 3: 4, 4: 0}",0
251,False,"{'a': 0.002, 'e': 0.6065306597126334}",20,12,-1.4926541565366682,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
252,False,"{'a': 0.002, 'e': 0.6053188106462243}",20,0,-116.2724423475903,"{0: 10, 1: 2, 2: 6, 3: 1, 4: 1}",0
253,False,"{'a': 0.002, 'e': 0.6041093828558647}",20,3,-86.89543397340596,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 2}",1
254,False,"{'a': 0.002, 'e': 0.6029023715038421}",30,20,18.603676514742876,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
255,False,"{'a': 0.002, 'e': 0.6016977717621094}",25,0,-98.47757555644426,"{0: 19, 1: 0, 2: 4, 3: 0, 4: 2}",0
256,False,"{'a': 0.002, 'e': 0.6004955788122659}",20,3,-29.01144266802779,"{0: 14, 1: 2, 2: 0, 3: 0, 4: 1}",1
257,False,"{'a': 0.002, 'e': 0.5992957878455384}",35,12,-19.205028117106277,"{0: 18, 1: 2, 2: 3, 3: 0, 4: 0}",1
258,False,"{'a': 0.002, 'e': 0.5980983940627613}",20,0,-58.62952722194417,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 2}",0
259,False,"{'a': 0.002, 'e': 0.596903392674358}",20,0,-82.30892101797404,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
260,False,"{'a': 0.002, 'e': 0.5957107789003212}",30,0,-266.82034710801304,"{0: 16, 1: 3, 2: 5, 3: 1, 4: 5}",0
261,False,"{'a': 0.002, 'e': 0.5945205479701944}",25,5,-65.84464585845245,"{0: 14, 1: 3, 2: 1, 3: 1, 4: 1}",1
262,False,"{'a': 0.002, 'e': 0.593332695123052}",25,1,-60.73898036733372,"{0: 18, 1: 1, 2: 4, 3: 0, 4: 1}",1
263,False,"{'a': 0.002, 'e': 0.5921472156074813}",35,2,-68.14586787627142,"{0: 27, 1: 2, 2: 2, 3: 0, 4: 2}",1
264,False,"{'a': 0.002, 'e': 0.5909641046815625}",20,0,-66.68099627764451,"{0: 14, 1: 3, 2: 1, 3: 1, 4: 1}",0
265,False,"{'a': 0.002, 'e': 0.5897833576128504}",20,5,-31.61366666136561,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
266,False,"{'a': 0.002, 'e': 0.5886049696783552}",20,0,-67.92414513411252,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
267,False,"{'a': 0.002, 'e': 0.5874289361645234}",20,14,12.420594861894768,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
268,False,"{'a': 0.002, 'e': 0.5862552523672196}",20,0,-17.22578702444207,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
269,False,"{'a': 0.002, 'e': 0.5850839135917069}",30,0,-24.832799172793507,"{0: 25, 1: 1, 2: 3, 3: 1, 4: 0}",0
270,False,"{'a': 0.002, 'e': 0.5839149151526287}",25,0,-104.6637399476137,"{0: 18, 1: 2, 2: 2, 3: 1, 4: 2}",0
271,False,"{'a': 0.002, 'e': 0.5827482523739896}",20,3,-21.495617506116265,"{0: 12, 1: 2, 2: 3, 3: 0, 4: 0}",1
272,False,"{'a': 0.002, 'e': 0.5815839205891371}",20,11,-17.219844135825912,"{0: 7, 1: 0, 2: 1, 3: 1, 4: 0}",1
273,False,"{'a': 0.002, 'e': 0.5804219151407424}",20,0,-36.8422964698294,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
274,False,"{'a': 0.002, 'e': 0.579262231380782}",25,0,-71.92971880411969,"{0: 20, 1: 2, 2: 1, 3: 0, 4: 2}",0
275,False,"{'a': 0.002, 'e': 0.5781048646705196}",30,5,-56.40473319395154,"{0: 18, 1: 2, 2: 3, 3: 2, 4: 0}",1
276,False,"{'a': 0.002, 'e': 0.5769498103804866}",20,0,-74.76170840664447,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
277,False,"{'a': 0.002, 'e': 0.5757970638904645}",20,0,-35.894739564407935,"{0: 15, 1: 0, 2: 4, 3: 1, 4: 0}",0
278,False,"{'a': 0.002, 'e': 0.5746466205894657}",20,0,-18.742861557811306,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
279,False,"{'a': 0.002, 'e': 0.5734984758757153}",20,0,-100.30939145914343,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
280,False,"{'a': 0.002, 'e': 0.5723526251566332}",25,10,7.3726428085385285,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
281,False,"{'a': 0.002, 'e': 0.5712090638488149}",35,17,-15.528256519320852,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 0}",1
282,False,"{'a': 0.002, 'e': 0.5700677873780134}",35,0,-81.88738283420237,"{0: 30, 1: 1, 2: 1, 3: 1, 4: 2}",0
283,False,"{'a': 0.002, 'e': 0.5689287911791218}",20,0,-70.73161419461357,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
284,False,"{'a': 0.002, 'e': 0.5677920706961532}",25,0,-87.65942243434822,"{0: 18, 1: 4, 2: 1, 3: 0, 4: 2}",0
285,False,"{'a': 0.002, 'e': 0.5666576213822246}",20,6,-36.11144087471452,"{0: 8, 1: 2, 2: 4, 3: 0, 4: 0}",1
286,False,"{'a': 0.002, 'e': 0.5655254386995371}",25,5,-46.290277678923374,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",1
287,False,"{'a': 0.002, 'e': 0.5643955181193583}",20,2,5.861412119349699,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
288,False,"{'a': 0.002, 'e': 0.5632678551220046}",20,0,-64.93305293941819,"{0: 13, 1: 4, 2: 2, 3: 0, 4: 1}",0
289,False,"{'a': 0.002, 'e': 0.5621424451968224}",20,7,-37.36274394864024,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1
290,False,"{'a': 0.002, 'e': 0.5610192838421706}",35,0,-87.1118853783004,"{0: 24, 1: 4, 2: 6, 3: 0, 4: 1}",0
291,False,"{'a': 0.002, 'e': 0.559898366565402}",25,0,-20.146230132211603,"{0: 20, 1: 3, 2: 1, 3: 1, 4: 0}",0
292,False,"{'a': 0.002, 'e': 0.5587796888828463}",25,13,-52.164878697805726,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 1}",1
293,False,"{'a': 0.002, 'e': 0.5576632463197913}",25,20,8.114334697434238,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
294,False,"{'a': 0.002, 'e': 0.5565490344104649}",20,0,-5.570808472343417,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
295,False,"{'a': 0.002, 'e': 0.5554370486980182}",25,0,-55.141538961057776,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 1}",0
296,False,"{'a': 0.002, 'e': 0.5543272847345071}",20,0,-83.93247725781545,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
297,False,"{'a': 0.002, 'e': 0.5532197380808739}",20,0,-149.46610935073622,"{0: 10, 1: 2, 2: 5, 3: 1, 4: 2}",0
298,False,"{'a': 0.002, 'e': 0.5521144043069306}",20,0,-63.38893704335912,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
299,False,"{'a': 0.002, 'e': 0.5510112789913407}",20,13,-43.16545903459807,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 1}",1
300,False,"{'a': 0.002, 'e': 0.5499103577216016}",25,0,-5.15813311059614,"{0: 21, 1: 2, 2: 2, 3: 0, 4: 0}",0
301,False,"{'a': 0.002, 'e': 0.5488116360940265}",20,0,11.63617032616,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
302,False,"{'a': 0.002, 'e': 0.5477151097137275}",20,0,-7.79489742258493,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
303,False,"{'a': 0.002, 'e': 0.5466207741945976}",25,18,11.412624719367608,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
304,False,"{'a': 0.002, 'e': 0.5455286251592933}",35,19,-9.458862957975679,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 0}",1
305,False,"{'a': 0.002, 'e': 0.5444386582392171}",30,18,-52.59385046614323,"{0: 8, 1: 2, 2: 0, 3: 1, 4: 1}",1
306,False,"{'a': 0.002, 'e': 0.5433508690744998}",30,3,-47.38599610317266,"{0: 20, 1: 3, 2: 2, 3: 2, 4: 0}",1
307,False,"{'a': 0.002, 'e': 0.5422652533139832}",20,0,-72.65105579070895,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 2}",0
308,False,"{'a': 0.002, 'e': 0.5411818066152029}",25,19,5.726913517014248,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
309,False,"{'a': 0.002, 'e': 0.5401005246443706}",30,20,-12.922960832318319,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 0}",1
310,False,"{'a': 0.002, 'e': 0.539021403076357}",20,0,-32.33132882199301,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 0}",0
311,False,"{'a': 0.002, 'e': 0.5379444375946745}",20,0,-26.968805487827122,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
312,False,"{'a': 0.002, 'e': 0.5368696238914595}",25,0,-14.061936742207864,"{0: 20, 1: 2, 2: 3, 3: 0, 4: 0}",0
313,False,"{'a': 0.002, 'e': 0.535796957667456}",30,18,-1.6099520635562499,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
314,False,"{'a': 0.002, 'e': 0.5347264346319975}",25,0,12.518693113777088,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
315,False,"{'a': 0.002, 'e': 0.5336580505029906}",25,0,-47.440876021843856,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
316,False,"{'a': 0.002, 'e': 0.5325918010068972}",30,13,-16.20822249070241,"{0: 14, 1: 0, 2: 2, 3: 1, 4: 0}",1
317,False,"{'a': 0.002, 'e': 0.5315276818787179}",20,9,-19.911489006732833,"{0: 7, 1: 2, 2: 2, 3: 0, 4: 0}",1
318,False,"{'a': 0.002, 'e': 0.5304656888619749}",20,0,-19.277826288327113,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
319,False,"{'a': 0.002, 'e': 0.5294058177086945}",25,16,-33.14612706234181,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 1}",1
320,False,"{'a': 0.002, 'e': 0.528348064179391}",35,6,-61.50774645442188,"{0: 22, 1: 3, 2: 2, 3: 1, 4: 1}",1
321,False,"{'a': 0.002, 'e': 0.5272924240430485}",25,12,-14.876294296259752,"{0: 9, 1: 2, 2: 2, 3: 0, 4: 0}",1
322,False,"{'a': 0.002, 'e': 0.5262388930771054}",30,0,-32.401046399886994,"{0: 22, 1: 3, 2: 5, 3: 0, 4: 0}",0
323,False,"{'a': 0.002, 'e': 0.5251874670674361}",30,7,-35.87922683619035,"{0: 18, 1: 3, 2: 1, 3: 0, 4: 1}",1
324,False,"{'a': 0.002, 'e': 0.5241381418083354}",20,12,-48.429424431015384,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 1}",1
325,False,"{'a': 0.002, 'e': 0.5230909131025008}",20,0,-63.8701149322515,"{0: 13, 1: 1, 2: 4, 3: 2, 4: 0}",0
326,False,"{'a': 0.002, 'e': 0.522045776761016}",35,15,-16.183328119585514,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",1
327,False,"{'a': 0.002, 'e': 0.5210027286033344}",20,0,-114.85063617840497,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",0
328,False,"{'a': 0.002, 'e': 0.5199617644572618}",30,0,-10.249844770905204,"{0: 24, 1: 2, 2: 4, 3: 0, 4: 0}",0
329,False,"{'a': 0.002, 'e': 0.5189228801589404}",25,0,-73.12812368139168,"{0: 17, 1: 4, 2: 3, 3: 0, 4: 1}",0
330,False,"{'a': 0.002, 'e': 0.5178860715528314}",20,8,-9.083486667642974,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
331,False,"{'a': 0.002, 'e': 0.5168513344916992}",25,0,-10.215998699444272,"{0: 20, 1: 2, 2: 3, 3: 0, 4: 0}",0
332,False,"{'a': 0.002, 'e': 0.5158186648365941}",25,14,-74.96800587666074,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 2}",1
333,False,"{'a': 0.002, 'e': 0.5147880584568362}",30,8,-50.05449920991743,"{0: 17, 1: 0, 2: 4, 3: 0, 4: 1}",1
334,False,"{'a': 0.002, 'e': 0.5137595112299983}",20,3,16.895402610401796,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
335,False,"{'a': 0.002, 'e': 0.5127330190418905}",20,0,-151.1517889420785,"{0: 11, 1: 3, 2: 3, 3: 0, 4: 3}",0
336,False,"{'a': 0.002, 'e': 0.5117085777865424}",20,0,29.340869615405886,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
337,False,"{'a': 0.002, 'e': 0.5106861833661879}",25,1,1.256410346766395,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 0}",1
338,False,"{'a': 0.002, 'e': 0.5096658316912476}",25,0,-8.842909766251008,"{0: 22, 1: 0, 2: 2, 3: 1, 4: 0}",1
339,False,"{'a': 0.002, 'e': 0.5086475186803137}",25,0,26.182458371577056,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
340,False,"{'a': 0.002, 'e': 0.5076312402601327}",35,23,18.028949919088863,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
341,False,"{'a': 0.002, 'e': 0.5066169923655895}",20,15,1.5789851316066756,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
342,False,"{'a': 0.002, 'e': 0.5056047709396915}",30,0,14.697561226772068,"{0: 27, 1: 3, 2: 0, 3: 0, 4: 0}",0
343,False,"{'a': 0.002, 'e': 0.5045945719335512}",20,14,-9.529846916230731,"{0: 4, 1: 1, 2: 1, 3: 0, 4: 0}",1
344,False,"{'a': 0.002, 'e': 0.5035863913063714}",25,0,-8.723235621415473,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
345,False,"{'a': 0.002, 'e': 0.5025802250254283}",35,9,22.638244797542395,"{0: 24, 1: 1, 2: 1, 3: 0, 4: 0}",1
346,False,"{'a': 0.002, 'e': 0.5015760690660555}",20,0,-3.332296924556149,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
347,False,"{'a': 0.002, 'e': 0.5005739194116277}",25,15,5.852142057303784,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
348,False,"{'a': 0.002, 'e': 0.4995737720535449}",25,0,-28.8328697546175,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
349,False,"{'a': 0.002, 'e': 0.4985756229912165}",25,10,-7.303270067565302,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 0}",1
350,False,"{'a': 0.002, 'e': 0.4975794682320448}",20,0,-82.11200256932808,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",1
351,False,"{'a': 0.002, 'e': 0.49658530379140947}",20,10,4.017401179046804,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
352,False,"{'a': 0.002, 'e': 0.4955931256926514}",20,10,-27.35254848985038,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
353,False,"{'a': 0.002, 'e': 0.494602929967057}",20,0,-45.19829649089751,"{0: 15, 1: 1, 2: 2, 3: 2, 4: 0}",0
354,False,"{'a': 0.002, 'e': 0.4936147126538418}",20,0,-80.34410601590385,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
355,False,"{'a': 0.002, 'e': 0.49262846980013547}",30,15,-11.487159826398734,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
356,False,"{'a': 0.002, 'e': 0.4916441974609651}",20,0,-8.354169533094183,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
357,False,"{'a': 0.002, 'e': 0.4906618916992401}",20,0,-14.313914452502532,"{0: 16, 1: 2, 2: 1, 3: 1, 4: 0}",0
358,False,"{'a': 0.002, 'e': 0.4896815485857362}",25,9,-50.706428565966455,"{0: 11, 1: 2, 2: 2, 3: 0, 4: 1}",1
359,False,"{'a': 0.002, 'e': 0.4887031641990795}",20,0,-72.36599789506526,"{0: 14, 1: 0, 2: 3, 3: 3, 4: 0}",0
360,False,"{'a': 0.002, 'e': 0.4877267346257312}",30,12,-5.432779766532842,"{0: 13, 1: 4, 2: 1, 3: 0, 4: 0}",1
361,False,"{'a': 0.002, 'e': 0.4867522559599717}",20,0,-1.8408766096880176,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
362,False,"{'a': 0.002, 'e': 0.485779724303885}",20,9,10.851372992131283,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
363,False,"{'a': 0.002, 'e': 0.48480913576734325}",30,15,-18.036754252134855,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
364,False,"{'a': 0.002, 'e': 0.483840486467991}",20,0,-72.63735230993251,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
365,False,"{'a': 0.002, 'e': 0.48287377253122976}",30,4,-108.41965393573861,"{0: 19, 1: 1, 2: 3, 3: 1, 4: 2}",1
366,False,"{'a': 0.002, 'e': 0.48190899009020244}",20,0,-44.36403180801765,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
367,False,"{'a': 0.002, 'e': 0.480946135285778}",25,0,-36.49347934976433,"{0: 18, 1: 4, 2: 2, 3: 1, 4: 0}",0
368,False,"{'a': 0.002, 'e': 0.479985204266536}",20,0,-87.37474748199426,"{0: 10, 1: 5, 2: 4, 3: 0, 4: 1}",0
